# Issued command:
#   ./ebai -t -i 5000 -s 10 -n 201:20:5 --data-dir ../example --i2h i2h.matrix --h2o h2o.matrix --param-bounds bounds.data 
# building a neural network: 201 input nodes, 20 hidden nodes, 5 output nodes
# learning rate parameter (eta): 0.150000
# starting the program in training mode
# randomizing weights ... done
# reading in 10 exemplars
# renormalizing network parameters
#   writing the parameters to bounds.data
# training the network for 5000 iterations:
# iter		cf
    1	1.154240e+00
    2	8.179760e-01
    3	5.967362e-01
    4	5.690436e-01
    5	5.653925e-01
    6	5.644936e-01
    7	5.641957e-01
    8	5.639988e-01
    9	5.637613e-01
   10	5.634450e-01
   11	5.630417e-01
   12	5.625572e-01
   13	5.620080e-01
   14	5.614179e-01
   15	5.608095e-01
   16	5.601965e-01
   17	5.595804e-01
   18	5.589532e-01
   19	5.583032e-01
   20	5.576173e-01
   21	5.568817e-01
   22	5.560808e-01
   23	5.551938e-01
   24	5.541922e-01
   25	5.530345e-01
   26	5.516590e-01
   27	5.499708e-01
   28	5.478171e-01
   29	5.449365e-01
   30	5.408460e-01
   31	5.345579e-01
   32	5.237895e-01
   33	5.026133e-01
   34	4.586138e-01
   35	4.031805e-01
   36	3.809095e-01
   37	3.760659e-01
   38	3.746627e-01
   39	3.740557e-01
   40	3.736828e-01
   41	3.733949e-01
   42	3.731455e-01
   43	3.729175e-01
   44	3.727027e-01
   45	3.724966e-01
   46	3.722959e-01
   47	3.720981e-01
   48	3.719014e-01
   49	3.717043e-01
   50	3.715053e-01
   51	3.713034e-01
   52	3.710978e-01
   53	3.708877e-01
   54	3.706724e-01
   55	3.704513e-01
   56	3.702239e-01
   57	3.699898e-01
   58	3.697483e-01
   59	3.694992e-01
   60	3.692419e-01
   61	3.689759e-01
   62	3.687007e-01
   63	3.684158e-01
   64	3.681204e-01
   65	3.678137e-01
   66	3.674947e-01
   67	3.671624e-01
   68	3.668151e-01
   69	3.664510e-01
   70	3.660677e-01
   71	3.656622e-01
   72	3.652306e-01
   73	3.647680e-01
   74	3.642683e-01
   75	3.637250e-01
   76	3.631329e-01
   77	3.624938e-01
   78	3.618290e-01
   79	3.611964e-01
   80	3.606878e-01
   81	3.603615e-01
   82	3.601616e-01
   83	3.599704e-01
   84	3.597211e-01
   85	3.594072e-01
   86	3.590415e-01
   87	3.586355e-01
   88	3.581966e-01
   89	3.577288e-01
   90	3.572340e-01
   91	3.567125e-01
   92	3.561628e-01
   93	3.555818e-01
   94	3.549640e-01
   95	3.543009e-01
   96	3.535796e-01
   97	3.527815e-01
   98	3.518812e-01
   99	3.508461e-01
  100	3.496397e-01
  101	3.482296e-01
  102	3.466001e-01
  103	3.447712e-01
  104	3.428123e-01
  105	3.408293e-01
  106	3.389215e-01
  107	3.371521e-01
  108	3.355412e-01
  109	3.340750e-01
  110	3.327252e-01
  111	3.314636e-01
  112	3.302679e-01
  113	3.291217e-01
  114	3.280132e-01
  115	3.269340e-01
  116	3.258776e-01
  117	3.248393e-01
  118	3.238155e-01
  119	3.228033e-01
  120	3.218005e-01
  121	3.208052e-01
  122	3.198159e-01
  123	3.188316e-01
  124	3.178512e-01
  125	3.168741e-01
  126	3.158995e-01
  127	3.149271e-01
  128	3.139564e-01
  129	3.129873e-01
  130	3.120195e-01
  131	3.110529e-01
  132	3.100874e-01
  133	3.091231e-01
  134	3.081600e-01
  135	3.071982e-01
  136	3.062379e-01
  137	3.052791e-01
  138	3.043221e-01
  139	3.033672e-01
  140	3.024144e-01
  141	3.014641e-01
  142	3.005164e-01
  143	2.995718e-01
  144	2.986303e-01
  145	2.976923e-01
  146	2.967581e-01
  147	2.958278e-01
  148	2.949017e-01
  149	2.939802e-01
  150	2.930633e-01
  151	2.921514e-01
  152	2.912445e-01
  153	2.903431e-01
  154	2.894472e-01
  155	2.885570e-01
  156	2.876726e-01
  157	2.867943e-01
  158	2.859222e-01
  159	2.850564e-01
  160	2.841970e-01
  161	2.833442e-01
  162	2.824980e-01
  163	2.816585e-01
  164	2.808258e-01
  165	2.799999e-01
  166	2.791810e-01
  167	2.783690e-01
  168	2.775641e-01
  169	2.767662e-01
  170	2.759753e-01
  171	2.751916e-01
  172	2.744149e-01
  173	2.736454e-01
  174	2.728830e-01
  175	2.721276e-01
  176	2.713794e-01
  177	2.706382e-01
  178	2.699040e-01
  179	2.691769e-01
  180	2.684567e-01
  181	2.677435e-01
  182	2.670371e-01
  183	2.663376e-01
  184	2.656449e-01
  185	2.649588e-01
  186	2.642795e-01
  187	2.636067e-01
  188	2.629404e-01
  189	2.622806e-01
  190	2.616271e-01
  191	2.609798e-01
  192	2.603386e-01
  193	2.597036e-01
  194	2.590744e-01
  195	2.584511e-01
  196	2.578336e-01
  197	2.572216e-01
  198	2.566151e-01
  199	2.560140e-01
  200	2.554180e-01
  201	2.548272e-01
  202	2.542413e-01
  203	2.536602e-01
  204	2.530838e-01
  205	2.525119e-01
  206	2.519444e-01
  207	2.513810e-01
  208	2.508217e-01
  209	2.502663e-01
  210	2.497146e-01
  211	2.491665e-01
  212	2.486218e-01
  213	2.480804e-01
  214	2.475421e-01
  215	2.470067e-01
  216	2.464740e-01
  217	2.459441e-01
  218	2.454167e-01
  219	2.448916e-01
  220	2.443688e-01
  221	2.438483e-01
  222	2.433297e-01
  223	2.428132e-01
  224	2.422987e-01
  225	2.417861e-01
  226	2.412754e-01
  227	2.407666e-01
  228	2.402598e-01
  229	2.397550e-01
  230	2.392524e-01
  231	2.387520e-01
  232	2.382540e-01
  233	2.377587e-01
  234	2.372661e-01
  235	2.367767e-01
  236	2.362906e-01
  237	2.358081e-01
  238	2.353297e-01
  239	2.348555e-01
  240	2.343860e-01
  241	2.339215e-01
  242	2.334623e-01
  243	2.330088e-01
  244	2.325613e-01
  245	2.321199e-01
  246	2.316850e-01
  247	2.312568e-01
  248	2.308353e-01
  249	2.304207e-01
  250	2.300129e-01
  251	2.296120e-01
  252	2.292179e-01
  253	2.288304e-01
  254	2.284494e-01
  255	2.280746e-01
  256	2.277058e-01
  257	2.273428e-01
  258	2.269852e-01
  259	2.266329e-01
  260	2.262856e-01
  261	2.259430e-01
  262	2.256049e-01
  263	2.252713e-01
  264	2.249418e-01
  265	2.246165e-01
  266	2.242953e-01
  267	2.239780e-01
  268	2.236649e-01
  269	2.233558e-01
  270	2.230510e-01
  271	2.227504e-01
  272	2.224543e-01
  273	2.221629e-01
  274	2.218762e-01
  275	2.215946e-01
  276	2.213183e-01
  277	2.210476e-01
  278	2.207827e-01
  279	2.205241e-01
  280	2.202720e-01
  281	2.200270e-01
  282	2.197893e-01
  283	2.195596e-01
  284	2.193383e-01
  285	2.191262e-01
  286	2.189239e-01
  287	2.187322e-01
  288	2.185519e-01
  289	2.183841e-01
  290	2.182294e-01
  291	2.180888e-01
  292	2.179625e-01
  293	2.178503e-01
  294	2.177500e-01
  295	2.176567e-01
  296	2.175606e-01
  297	2.174443e-01
  298	2.172806e-01
  299	2.170330e-01
  300	2.166624e-01
  301	2.161404e-01
  302	2.154634e-01
  303	2.146550e-01
  304	2.137576e-01
  305	2.128184e-01
  306	2.118797e-01
  307	2.109738e-01
  308	2.101218e-01
  309	2.093352e-01
  310	2.086180e-01
  311	2.079691e-01
  312	2.073846e-01
  313	2.068589e-01
  314	2.063860e-01
  315	2.059597e-01
  316	2.055743e-01
  317	2.052244e-01
  318	2.049055e-01
  319	2.046132e-01
  320	2.043441e-01
  321	2.040950e-01
  322	2.038634e-01
  323	2.036468e-01
  324	2.034434e-01
  325	2.032515e-01
  326	2.030696e-01
  327	2.028966e-01
  328	2.027313e-01
  329	2.025729e-01
  330	2.024206e-01
  331	2.022737e-01
  332	2.021317e-01
  333	2.019939e-01
  334	2.018600e-01
  335	2.017296e-01
  336	2.016024e-01
  337	2.014779e-01
  338	2.013561e-01
  339	2.012365e-01
  340	2.011192e-01
  341	2.010037e-01
  342	2.008901e-01
  343	2.007781e-01
  344	2.006676e-01
  345	2.005585e-01
  346	2.004507e-01
  347	2.003442e-01
  348	2.002387e-01
  349	2.001342e-01
  350	2.000307e-01
  351	1.999282e-01
  352	1.998264e-01
  353	1.997255e-01
  354	1.996253e-01
  355	1.995257e-01
  356	1.994269e-01
  357	1.993286e-01
  358	1.992310e-01
  359	1.991338e-01
  360	1.990372e-01
  361	1.989411e-01
  362	1.988454e-01
  363	1.987502e-01
  364	1.986554e-01
  365	1.985609e-01
  366	1.984669e-01
  367	1.983731e-01
  368	1.982797e-01
  369	1.981866e-01
  370	1.980938e-01
  371	1.980013e-01
  372	1.979091e-01
  373	1.978171e-01
  374	1.977253e-01
  375	1.976338e-01
  376	1.975424e-01
  377	1.974513e-01
  378	1.973604e-01
  379	1.972696e-01
  380	1.971791e-01
  381	1.970886e-01
  382	1.969984e-01
  383	1.969083e-01
  384	1.968183e-01
